file_id,speaker,audio_name,augmentation,audio_path,mfcc_mean_0,mfcc_std_0,mfcc_max_0,mfcc_min_0,mfcc_mean_1,mfcc_std_1,mfcc_max_1,mfcc_min_1,mfcc_mean_2,mfcc_std_2,mfcc_max_2,mfcc_min_2,mfcc_mean_3,mfcc_std_3,mfcc_max_3,mfcc_min_3,mfcc_mean_4,mfcc_std_4,mfcc_max_4,mfcc_min_4,mfcc_mean_5,mfcc_std_5,mfcc_max_5,mfcc_min_5,mfcc_mean_6,mfcc_std_6,mfcc_max_6,mfcc_min_6,mfcc_mean_7,mfcc_std_7,mfcc_max_7,mfcc_min_7,mfcc_mean_8,mfcc_std_8,mfcc_max_8,mfcc_min_8,mfcc_mean_9,mfcc_std_9,mfcc_max_9,mfcc_min_9,mfcc_mean_10,mfcc_std_10,mfcc_max_10,mfcc_min_10,mfcc_mean_11,mfcc_std_11,mfcc_max_11,mfcc_min_11,mfcc_mean_12,mfcc_std_12,mfcc_max_12,mfcc_min_12,spectral_rolloff_mean,spectral_rolloff_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,rms_energy_mean,rms_energy_std,rms_energy_max,zcr_mean,zcr_std,chroma_mean_0,chroma_std_0,chroma_mean_1,chroma_std_1,chroma_mean_2,chroma_std_2,chroma_mean_3,chroma_std_3,chroma_mean_4,chroma_std_4,chroma_mean_5,chroma_std_5,chroma_mean_6,chroma_std_6,chroma_mean_7,chroma_std_7,chroma_mean_8,chroma_std_8,chroma_mean_9,chroma_std_9,chroma_mean_10,chroma_std_10,chroma_mean_11,chroma_std_11,duration,sample_rate,max_amplitude,mean_amplitude
5,dennis,dennis_approve,speed_up,audio_files/dennis_approve.wav,-367.10712,111.81727,-170.62509,-612.5317,98.31398,58.104057,215.22473,-2.674069,6.515679,41.877213,77.957214,-80.23509,46.168297,31.6702,115.026474,-10.714573,-3.4933798,29.04889,52.942215,-58.08623,36.43107,17.26755,77.78,0.0,-9.886128,15.946952,17.486448,-43.627357,-1.8659699,15.100396,34.360374,-38.57831,-6.5427594,13.045329,13.114048,-42.99893,5.773288,8.128836,25.732075,-9.768852,2.5939493,10.178577,28.308193,-17.734478,-13.007177,8.523169,4.3940105,-34.978313,-4.395799,11.606629,15.882154,-34.849976,7807.789522058823,4288.978506160908,3930.322997902227,2241.4297746748034,3893.173405562661,1061.7224314743964,0.051273584,0.054749947,0.19698551,0.1003274356617647,0.10348810033084367,0.4284116,0.31421855,0.48745212,0.3017132,0.57301253,0.32879686,0.5027564,0.30505365,0.4435905,0.3233233,0.4290056,0.3329689,0.39861476,0.27971333,0.38637546,0.27478898,0.4266162,0.35043243,0.3792832,0.30474898,0.33700022,0.2971343,0.35198593,0.2609392,1.4469583333333333,48000,0.5165405,0.0415035
5,dennis,dennis_approve,speed_down,audio_files/dennis_approve.wav,-367.39194,110.12827,-166.87805,-591.95135,93.52212,57.856018,219.86227,-7.309368,8.537953,41.203106,76.15672,-76.62804,43.606678,31.814072,119.393974,-13.414015,-1.555747,29.902006,59.713696,-61.804623,34.95521,18.4748,82.36342,-0.49505794,-8.4468355,15.764618,19.320507,-37.29972,-2.742575,15.496557,27.13881,-45.702377,-4.4301248,13.5857315,18.766834,-39.213074,6.2969055,8.16873,27.524017,-13.30815,4.0177884,8.949468,25.686705,-12.039881,-11.59949,9.40089,6.1971607,-39.544655,-3.5476465,12.452886,19.375576,-38.959305,7989.385190217391,4196.765837792679,3962.5180690235816,2195.8128724129037,3925.8518535698095,1061.6487846862885,0.052111533,0.061197426,0.23053615,0.09754479449728261,0.10040591988060932,0.44388834,0.3106841,0.5088814,0.28822008,0.61158776,0.3069457,0.5145288,0.28481016,0.43060437,0.3196812,0.40702128,0.32111123,0.41979542,0.31075987,0.39904872,0.30021197,0.4056675,0.33661613,0.38227063,0.3078893,0.35863805,0.30981597,0.38507417,0.28100356,1.9576458333333333,48000,0.6488037,0.04249869
6,dennis,dennis_confirm,original,audio_files/dennis_confirm.wav,-403.8954,127.0836,-197.10504,-622.0045,103.25417,55.82743,240.11801,0.0,13.172697,30.19482,54.81766,-107.961136,29.818815,19.869585,112.6867,-26.680998,-12.255331,25.013348,28.389572,-99.598335,29.813417,16.784407,79.0898,-4.4983025,0.43496504,13.259947,27.594196,-46.657494,13.705046,9.914343,43.496727,-16.466068,5.782315,8.892813,29.63429,-26.488663,-1.9258932,14.365049,28.543476,-52.57814,1.0404239,8.765564,38.484554,-25.46672,-2.6057768,7.5127025,17.879665,-22.047514,1.4775581,11.119629,22.871346,-30.605011,8680.787852112677,4366.660873145591,3987.5656572093535,2079.4145500540108,4208.792467128769,1176.3803311971017,0.04371311,0.056192294,0.20222604,0.07605037778755869,0.06517516209468023,0.5774762,0.26661295,0.7102277,0.29077607,0.74007976,0.2687495,0.73378074,0.28170094,0.67623836,0.29740328,0.58876264,0.3028428,0.550215,0.34984362,0.505763,0.31947085,0.5146729,0.30687836,0.50001556,0.28701088,0.4879647,0.28787196,0.5006313,0.27092916,2.2613333333333334,48000,0.5670166,0.03379044
6,dennis,dennis_confirm,pitch_shift_up,audio_files/dennis_confirm.wav,-430.1843,131.25468,-224.584,-645.5221,98.420555,52.0255,226.69882,0.0,17.692299,25.876398,48.63626,-87.50412,23.361124,19.879774,103.48959,-23.386272,-7.591651,24.667871,34.973503,-84.48361,28.791153,16.733862,70.99487,-6.150915,-2.5074515,15.59344,28.351501,-46.481155,15.654258,9.542393,46.669567,-9.893824,-3.0267515,11.723879,19.77911,-34.83317,-0.20333765,14.921491,36.064415,-42.155083,-1.7768422,7.948776,18.448399,-27.655457,-0.45392329,10.536407,22.21914,-33.757786,-0.1863869,11.384415,26.675022,-33.645874,9827.794894366198,4828.605256063099,4498.64434818089,2280.1394402295377,4782.229421785748,1243.1399958560742,0.031674955,0.04048789,0.1443178,0.08776912778755869,0.08144086427140035,0.48261806,0.31086737,0.50723374,0.3170123,0.5950673,0.2946248,0.7197835,0.28481424,0.72161996,0.2877858,0.6627697,0.29671517,0.56927913,0.29607505,0.48639375,0.29049367,0.4688674,0.33086747,0.45261845,0.30259243,0.49010822,0.31171045,0.47950268,0.30850798,2.2613333333333334,48000,0.37475586,0.02566307
6,dennis,dennis_confirm,pitch_shift_down,audio_files/dennis_confirm.wav,-441.9699,125.34506,-242.50957,-667.1876,109.160416,56.544422,242.90715,0.0,8.631213,31.480644,48.49901,-111.45939,38.39593,20.803606,112.13274,0.0,-16.914417,25.123035,23.713223,-90.605965,25.838425,15.068276,70.40818,-5.3854494,4.6991043,12.456968,26.79204,-46.420013,8.028166,10.319978,26.649918,-25.75316,13.318139,9.42922,40.520294,-5.814657,-2.2363122,11.934543,15.594658,-40.842407,5.1567874,11.638829,40.985535,-25.580444,-3.8435771,8.111443,16.53111,-24.791462,2.6751385,8.504685,20.373459,-16.403694,7948.06338028169,3932.0678707177735,3640.72323603906,1902.885949288964,3893.6972002947555,1074.6967055578455,0.028862523,0.036952183,0.13653508,0.07826483641431925,0.07081977029497986,0.68021387,0.2576911,0.7039614,0.28654656,0.6397631,0.27541348,0.60133785,0.30112508,0.5747586,0.33273587,0.54607916,0.33057553,0.568206,0.33462727,0.5336051,0.30378821,0.5200466,0.293399,0.5191554,0.28662997,0.55531776,0.27304828,0.63153017,0.25782454,2.2613333333333334,48000,0.38320923,0.023184953
6,dennis,dennis_confirm,time_stretch_slow,audio_files/dennis_confirm.wav,-436.77545,127.907875,-230.88757,-657.7319,102.1562,54.50938,236.21942,0.0,11.935639,29.495234,48.800606,-106.98868,29.895016,19.013638,103.778625,-10.746835,-13.719884,26.083723,28.491299,-94.221535,29.824656,17.179665,78.09299,-7.4286623,-0.15857664,13.9992,31.430756,-43.800774,13.1028185,9.684415,44.278374,-17.022522,4.457521,8.625916,27.98051,-29.810497,-2.0071433,14.408906,28.912699,-46.12224,1.3795505,9.208947,38.21656,-23.285343,-2.9721432,8.544112,13.587057,-26.638527,1.2593697,11.080515,21.169785,-35.176544,9108.746027542373,4225.796988215815,4188.941328348824,2038.0008271230251,4365.316024697014,1129.0859924201295,0.026750997,0.035406757,0.1390002,0.08471472788665255,0.0740486598194221,0.56382376,0.269456,0.67309296,0.2904181,0.7227228,0.27188945,0.72481465,0.28240937,0.66346425,0.30458567,0.58768505,0.29831824,0.55497956,0.33586985,0.5275145,0.31303954,0.55885404,0.28744322,0.54395807,0.27740955,0.5133243,0.2746698,0.5157202,0.2758206,2.512583333333333,48000,0.36636353,0.021359459
6,dennis,dennis_confirm,time_stretch_fast,audio_files/dennis_confirm.wav,-432.0251,127.34784,-229.73662,-636.1898,100.75731,53.923733,225.09872,0.0,15.989362,28.231373,51.36728,-90.945435,29.175453,20.067966,112.93923,-11.1092415,-11.019507,25.367386,31.082808,-85.68671,28.538626,16.763012,72.7764,-3.1540577,2.1973705,13.016039,29.29758,-42.40271,13.7203455,10.049019,44.23188,-16.345592,6.269524,9.539363,31.093834,-21.567421,-1.6699053,13.215603,28.679749,-43.062553,2.3026502,9.092836,36.656017,-18.24656,-2.548195,7.423586,15.611552,-22.763111,0.9926123,9.624934,22.339052,-28.187208,8888.155764248704,4477.170591635185,4133.256919538784,2124.4743915692698,4325.867532242248,1152.8209877675558,0.031159379,0.03924071,0.13167399,0.08822963892487047,0.0759704689324343,0.57381654,0.26143298,0.7003793,0.28990757,0.72827834,0.26990858,0.7129838,0.27606186,0.65017074,0.2848144,0.55871415,0.28976348,0.5191738,0.34208477,0.50203145,0.33607316,0.5198339,0.3321848,0.48084804,0.2871182,0.48172894,0.29024032,0.49512118,0.2760984,2.05575,48000,0.33285522,0.024958365
6,dennis,dennis_confirm,noise_low,audio_files/dennis_confirm.wav,-319.67517,82.19161,-165.58234,-439.68503,56.831455,55.00889,186.26,-11.213251,19.482466,24.770893,72.7316,-79.78508,15.906493,15.15722,81.15971,-30.749584,1.7075505,19.065403,46.470596,-75.02649,14.46597,13.69374,56.67817,-20.673416,7.086563,9.760455,39.46705,-33.895725,7.7949724,7.6224227,32.020172,-13.097792,6.1497636,6.799897,24.802986,-15.323765,-1.77941,11.935452,20.63582,-46.724403,0.123115286,8.309286,28.858185,-25.634132,-0.7943345,7.8972435,17.424305,-18.977524,0.52188474,9.924036,18.314949,-26.259281,14977.332746478873,6172.47419689648,7901.049688487958,3666.0979012267203,6432.463120603018,1146.8390481982383,0.044522937,0.055639263,0.20235579,0.2243732577758216,0.16630711476327822,0.54683685,0.26866925,0.6542859,0.2729959,0.7479219,0.272303,0.75351036,0.26235384,0.73504114,0.28104743,0.67155683,0.28839108,0.6143962,0.32587776,0.5639979,0.3388465,0.5365805,0.30490208,0.55707115,0.29921955,0.54036754,0.2892803,0.5272827,0.28859487,2.2613333333333334,48000,0.5687561,0.034470636
6,dennis,dennis_confirm,noise_high,audio_files/dennis_confirm.wav,-242.9733,49.883183,-138.4621,-327.84213,34.96435,44.496696,146.3089,-12.481257,16.30168,22.88646,69.86015,-56.682884,10.288834,12.946558,56.076744,-18.482876,3.9794133,13.609987,41.16478,-52.935616,7.8814063,11.405683,44.398403,-30.552757,5.2677836,7.7468457,30.944334,-30.45588,4.8232284,6.2536674,21.595829,-10.24048,3.1991832,6.42704,17.088943,-15.946926,-0.39810726,9.11135,19.730988,-36.139637,-0.7498417,7.3644085,17.654133,-26.271973,-1.3724971,7.0596924,18.324396,-20.138699,-0.6717365,7.886917,14.628456,-22.751415,17856.624119718308,3334.0801963954236,9295.988563068771,2952.8342344929133,6980.751098973989,454.6490505080486,0.048070047,0.053414196,0.20224017,0.299662558685446,0.1826135525783926,0.6006049,0.26256296,0.70615816,0.25891152,0.7438481,0.24572551,0.74916303,0.2534838,0.7087736,0.27446786,0.6545966,0.291588,0.62806445,0.3404825,0.57733357,0.32617223,0.57599145,0.30654266,0.58119535,0.30013412,0.5679348,0.30386245,0.56238836,0.29513574,2.2613333333333334,48000,0.57577515,0.037449915
6,dennis,dennis_confirm,speed_up,audio_files/dennis_confirm.wav,-435.13196,128.33276,-232.17168,-651.76447,102.98666,53.44031,229.95128,0.0,14.537456,28.843752,48.122902,-95.91287,31.391018,19.336481,106.47281,-11.578161,-12.160173,25.506063,31.484394,-86.169876,29.162596,18.104692,79.76993,-7.737871,0.76037097,13.238473,28.952614,-45.12671,14.045825,9.686355,42.864372,-18.27573,5.9736857,9.491647,30.932564,-24.80041,-1.2960092,13.751838,26.285397,-41.729767,2.167108,9.066422,39.801205,-19.101177,-2.3285499,7.8338137,14.345932,-22.420868,1.8700832,10.236835,18.294777,-28.183989,8886.613175675675,4335.315012544003,4049.4981376816518,2033.5260247447081,4337.107271809275,1142.9524783832057,0.030972246,0.038938947,0.13638385,0.07742293074324325,0.06728914136291163,0.58724904,0.26607367,0.70916206,0.2865029,0.72953,0.27836332,0.7213996,0.2824366,0.6745595,0.2825708,0.5929442,0.28900456,0.5563278,0.3407009,0.5078782,0.30924422,0.54086447,0.32154676,0.5002891,0.2935581,0.47208738,0.28897735,0.4865579,0.2590828,1.966375,48000,0.42556763,0.024855396
6,dennis,dennis_confirm,speed_down,audio_files/dennis_confirm.wav,-434.25943,126.79161,-228.68279,-638.41046,100.68005,54.184345,227.25443,0.0,15.527835,29.710382,49.895134,-103.555695,28.816118,20.58676,114.70468,-23.812653,-10.698182,26.843142,33.287453,-92.94184,28.240332,16.092495,71.872,-5.5846066,1.0438708,13.202157,37.442867,-44.638042,12.645776,10.057692,47.169918,-15.831751,5.774828,9.114942,27.279078,-27.739628,-1.6895365,14.47612,27.488226,-40.970993,1.798861,10.250587,44.806313,-31.273706,-2.682657,8.203875,16.621342,-25.816212,2.0873272,10.522274,25.78093,-33.79087,8723.0625,4490.931178236452,4007.952119396874,2097.8915770807903,4295.271211440209,1176.298872766802,0.032621846,0.04132277,0.14843085,0.080841796875,0.08062553154821903,0.5437291,0.25491947,0.6869806,0.292364,0.7314265,0.27366558,0.74202985,0.26877052,0.6869438,0.28539005,0.601016,0.28738075,0.5594,0.33968845,0.5245948,0.33417955,0.5210147,0.31866547,0.5000439,0.30379355,0.4733683,0.28448066,0.48206547,0.2731748,2.6603958333333333,48000,0.4145813,0.026462952
